subsystem,reaction
Fatty acid oxidation,FAOXTC182TC162m
Fatty acid oxidation,FOAXC122C101x
Fatty acid oxidation,GLUTCOAACBP
Fatty acid oxidation,HDCACBP
Fatty acid oxidation,HDDACBP
Fatty acid oxidation,HDECAACBP
Fatty acid oxidation,HDECEACBP
Fatty acid oxidation,HEDCECRNe
Fatty acid oxidation,HEXCOAACBP
Fatty acid oxidation,HEXDCRNe
Fatty acid oxidation,HEXDIACtr
Fatty acid oxidation,HEXDICOAACBP
Fatty acid oxidation,HEXDICOAACBPx
Fatty acid oxidation,HIVCACBP
Fatty acid oxidation,HIVCRNe
Fatty acid oxidation,HOCDACBP
Fatty acid oxidation,HOCTDACBP
Fatty acid oxidation,HOCTDEC2CRNe
Fatty acid oxidation,HOCTDECCRNe
Fatty acid oxidation,HTDCACBP
Fatty acid oxidation,HTDCRNe
Fatty acid oxidation,IVCOAACBP
Fatty acid oxidation,IVCRNe
"Transport, peroxisomal",LGNCCOAtcx
"Transport, peroxisomal",NRVNCCOAtxc
Fatty acid oxidation,OCD11COACPT1
Fatty acid oxidation,OCD11CRNCACT
Fatty acid oxidation,OCD11CRNCPT2
Fatty acid oxidation,OCT11EFATP
Fatty acid oxidation,OCTDEC2ACBP
Fatty acid oxidation,OCTDECCACT
Fatty acid oxidation,OCTDECCPT1
Fatty acid oxidation,OCTDECCPT2
Fatty acid oxidation,OCTDECE1CRNe
Fatty acid oxidation,sink_octdececoa[c]
Fatty acid oxidation,OMHDEACIDTD
Fatty acid oxidation,OMHDOCOSACTD
Fatty acid oxidation,OMHPALTD
"Transport, peroxisomal",PRISTCOAtcx
Fatty acid oxidation,SBCOAACOTx
"Transport, peroxisomal",SCP21cx
Fatty acid oxidation,SEBACACT
Fatty acid oxidation,SEBACIDtx
Fatty acid oxidation,SEBCOACROT
Fatty acid oxidation,SEBCOAPET
"Transport, peroxisomal",STCOATxc
"Transport, peroxisomal",STRDNCCOAtxc
Fatty acid oxidation,SUBEACtx
Fatty acid oxidation,SUBERCACT
Fatty acid oxidation,SUBERCROT
Fatty acid oxidation,SUBERICACT
Fatty acid oxidation,SUCCACT
Fatty acid oxidation,SUCCCROT
Fatty acid oxidation,SUCCOAPET
Fatty acid oxidation,SUCCTD
Fatty acid oxidation,TDCRNe
Fatty acid oxidation,sink_tetdec2coa[c]
Fatty acid oxidation,TETDEC2CRNe
Fatty acid oxidation,sink_tetdece1coa[c]
Fatty acid oxidation,TETDECE1CRNe
Fatty acid oxidation,TIGCRNe
"Transport, extracellular",34DHPHELAT1tc
"Transport, extracellular",4OHPROIMINOtc
"Transport, extracellular",ALAALACNc
"Transport, extracellular",ALAALAPEPT1tc
"Transport, extracellular",ALAATB0tc
"Transport, extracellular",ALAyLATthc
"Transport, extracellular",ARGATB0tc
"Transport, extracellular",ASCBSVCTtc
"Transport, extracellular",ASNATB0tc
"Transport, extracellular",ASNPHELAT2tc
"Transport, extracellular",BALABETAtc
"Transport, extracellular",BALAPAT1tc
Dietary fiber binding,BGLUGCHe
Dietary fiber binding,BGLUTCHLe
Dietary fiber binding,BGLUTDECHOe
"Transport, extracellular",BTNTe
"Transport, extracellular",CARPEPT1tc
"Transport, lysosomal",CARhPTtc
"Transport, extracellular",CBLTDe
"Transport, extracellular",CBLtle
"Transport, extracellular",CHOLESTTDe
"Transport, extracellular",CYSATB0tc
"Transport, extracellular",CYSPHELAT2tc
"Transport, extracellular",CYSSNAT5tc
"Transport, extracellular",CYSTALArBATtc
"Transport, extracellular",CYSTLEUrBATtc
"Transport, extracellular",FOLTle
"Transport, extracellular",GALSGLT1le
"Transport, extracellular",GLCSGLT1le
"Transport, extracellular",GLNATB0tc
"Transport, extracellular",GLNyLATthc
"Transport, extracellular",GLYGLYCNc
"Transport, extracellular",GLYGLYPEPT1tc
"Transport, extracellular",GLYPHEPEPT1tc
"Transport, extracellular",GLYPROPEPT1tc
"Transport, extracellular",GLYSARCNc
"Transport, extracellular",GLYSARPEPT1tc
"Transport, extracellular",GLYSNAT5tc
Dietary fiber binding,GUMDCHAe
Dietary fiber binding,GUMGCHLe
Dietary fiber binding,GUMTCHOLe
"Transport, extracellular",HISCAT1
"Transport, extracellular",HISSNAT5tc
"Transport, lysosomal",HIShPTtc
"Transport, extracellular",HISyLATtc
"Transport, extracellular",HISyLATthc
"Transport, endoplasmic reticular",HPETFABP1tc
"Transport, extracellular",ILEATB0tc
"Transport, extracellular",ILELAT1tc
"Transport, extracellular",ILEPHELAT2tc
"Transport, extracellular",LEUATB0tc
"Transport, extracellular",LEUGLYPEPT1tc
"Transport, extracellular",LEULEULAPc
"Transport, extracellular",LEULEUPEPT1tc
"Transport, extracellular",LEUPHELAT2tc
"Transport, extracellular",LEUyLAThtc
"Transport, extracellular",LINOFATPtc
"Transport, extracellular",LYSATB0tc
"Transport, extracellular",METATB0tc
"Transport, extracellular",METyLATthc
"Transport, extracellular",MTHFTe
"Transport, extracellular",NACDe
"Transport, extracellular",NACHORCTL3le
"Transport, extracellular",NCAMDe
"Transport, endoplasmic reticular",OCDEAFABP1tc
"Transport, extracellular",OLEICFATPtc
"Transport, extracellular",ORNALArBATtc
"Transport, extracellular",ORNLEUrBATtc
"Transport, extracellular",PALFATPtc
"Transport, extracellular",PCHOLHSTDe
Dietary fiber binding,PECDCHe
Dietary fiber binding,PECGCHLe
Dietary fiber binding,PECTCHLe
"Transport, endoplasmic reticular",PEHSFABPe
"Transport, extracellular",PHEATB0tc
"Transport, extracellular",PHEyLATthc
"Transport, endoplasmic reticular",PMTCOAFABP1tc
"Transport, extracellular",PNTORDe
"Transport, extracellular",PROGLYPEPT1tc
"Transport, extracellular",PROGLYPRO1c
"Transport, extracellular",PROIMINOtc
Dietary fiber binding,PSYGCHe
Dietary fiber binding,PSYTCHe
Dietary fiber binding,PSYTDECHe
"Transport, extracellular",SBTle
"Transport, extracellular",SERATB0tc
"Transport, extracellular",TAGHSTDe
"Transport, extracellular",TAUBETAtc
"Transport, extracellular",TAUPAT1c
"Transport, extracellular",THMATPe
"Transport, extracellular",THRATB0tc
"Transport, extracellular",THRPHELAT2tc
"Transport, extracellular",TRPATB0tc
"Transport, extracellular",TYRATB0tc
"Transport, extracellular",TYRPHELAT2tc
"Transport, extracellular",VALATB0tc
"Transport, extracellular",VALLAT1tc
"Transport, extracellular",VALPHELAT2tc
"Transport, extracellular",VITEtl
"Transport, extracellular",VITKtl
"Transport, extracellular",XOLEST2HSTDle
"Transport, nuclear",1a25DHVITD3TRn
Vitamin D metabolism,25HVITD3c
"Transport, mitochondrial",3AIB_Dtm
"Transport, extracellular",3HCO3_NAt
"Transport, nuclear",4ABUTtcn
"Transport, extracellular",4HPROLTASCT1
"Transport, extracellular",5MTHFt2le
Purine synthesis,ADNK3
Purine synthesis,ADNK4
"Transport, extracellular",ADNt5le
"Transport, mitochondrial",AHCYStd
"Transport, extracellular",ALA-DTDe
"Transport, mitochondrial",AMETtd
"Transport, extracellular",ARACHFATPc
"Transport, extracellular",ASPDTDe
"Transport, extracellular",ASPPROASCT1
"Transport, extracellular",ASPte
Heme degradation,BIDGLCURr
"Transport, extracellular",BTNt3ile
Cholesterol metabolism,CHOLESACATc
"Transport, extracellular",CHOLESTle
"Transport, endoplasmic reticular",CHSTEROLtrc
"Transport, peroxisomal",CRNrtx
"Transport, extracellular",CYSAMOe
"Transport, extracellular",CYTDt5le
"Transport, extracellular",Coqe
"Transport, mitochondrial",DATPtm
"Transport, mitochondrial",DCTPtm
"Transport, mitochondrial",DGTPtm
"Transport, mitochondrial",DHAPtc
Exchange/demand reaction,DM_1a25dhvitd3[n]
Exchange/demand reaction,DM_4abut[n]
Exchange/demand reaction,DM_5hpet[r]
Exchange/demand reaction,DM_taur[c]
Exchange/demand reaction,DM_pe_hs[r]
Exchange/demand reaction,DM_pmtcoa[r]
CoA synthesis,DPCOAPPe
Squalene and cholesterol synthesis,DPMVDc
Squalene and cholesterol synthesis,DSREDUCr
Pyrimidine synthesis,DTMPKm
"Transport, mitochondrial",DTTPtm
Exchange/demand reaction,EX_4hpro[e]
Exchange/demand reaction,EX_adpcbl[e]
Exchange/demand reaction,EX_alaala[e]
Exchange/demand reaction,EX_bglc[e]
Exchange/demand reaction,EX_carn[e]
Exchange/demand reaction,EX_dchac[e]
Exchange/demand reaction,EX_glgchlo[e]
Exchange/demand reaction,EX_gltcho[e]
Exchange/demand reaction,EX_gltdechol[e]
Exchange/demand reaction,EX_glygly[e]
Exchange/demand reaction,EX_glysar[e]
Exchange/demand reaction,EX_gum[e]
Exchange/demand reaction,EX_gumdchac[e]
Exchange/demand reaction,EX_gumgchol[e]
Exchange/demand reaction,EX_gumtchol[e]
Exchange/demand reaction,EX_leugly[e]
Exchange/demand reaction,EX_leuleu[e]
Exchange/demand reaction,EX_pect[e]
Exchange/demand reaction,EX_pectindchac[e]
Exchange/demand reaction,EX_pectingchol[e]
Exchange/demand reaction,EX_pectintchol[e]
Exchange/demand reaction,EX_psyl[e]
Exchange/demand reaction,EX_psylchol[e]
Exchange/demand reaction,EX_psyltchol[e]
Exchange/demand reaction,EX_psyltdechol[e]
Exchange/demand reaction,EX_sfcys[e]
Exchange/demand reaction,EX_tdechola[e]
Exchange/demand reaction,EX_cysam[e]
Exchange/demand reaction,EX_dpcoa[e]
Exchange/demand reaction,EX_fmn[e]
Exchange/demand reaction,EX_hyptaur[e]
Exchange/demand reaction,EX_oh1[e]
Exchange/demand reaction,EX_pan4p[e]
Exchange/demand reaction,EX_ptth[e]
Exchange/demand reaction,EX_q10[e]
Exchange/demand reaction,EX_q10h2[e]
Vitamin B2 metabolism,FADDPle
Oxidative phosphorylation,FADH2ETC
"Transport, mitochondrial",FADtm
"Transport, extracellular",FE2DMT1
"Transport, extracellular",FE3MTP1
"Transport, extracellular",FMNALKPle
"Transport, extracellular",FOLt2le
"Transport, endoplasmic reticular",FRDPtcr
Pentose phosphate pathway,G6PDH2c
"Transport, extracellular",GLCGLUT2
"Transport, mitochondrial",GLU5SAtmc
"Transport, extracellular",GLUPROASCT1
"Transport, peroxisomal",GLY3Pt
Oxidative phosphorylation,GLYC3PFADm
"Transport, mitochondrial",GLYC3Ptmc
"Transport, extracellular",GLYCTDle
Pentose phosphate pathway,GNDc
"Transport, extracellular",GSNt5le
Squalene and cholesterol synthesis,HMGCOARc
Methionine and cysteine metabolism,HYPTROXe
Purine synthesis,INSK
"Transport, extracellular",INSt5le
Squalene and cholesterol synthesis,IPDDI
"Transport, extracellular",KHte
"Transport, peroxisomal",LACLt
CoA catabolism,LAPCOAe
"Transport, extracellular",LEUGLYHYc
"Transport, peroxisomal",MAL_Ltx
Citric acid cycle,MDHx
Squalene and cholesterol synthesis,MEVK1c
Folate metabolism,MTHFR3
"Transport, mitochondrial",NADtm
"Transport, peroxisomal",NADtx
"Transport, extracellular",NODe
"Transport, extracellular",OCDCAFATPc
Arginine and proline metabolism,P5CR
CoA synthesis,PAN4PPe
Pentose phosphate pathway,PGLc
"Transport, extracellular",PHEMEe
Squalene and cholesterol synthesis,PMEVKc
"Transport, extracellular",PNTEHe
"Transport, extracellular",PNTOt5le
"Transport, mitochondrial",PPItm
"Transport, extracellular",PRO_Dtde
"Transport, extracellular",PTCRTD
"Transport, extracellular",PTPATe
"Transport, extracellular",Q10H2e
Pentose phosphate pathway,RPEc
"Transport, extracellular",RTOTAL2FATPc
"Transport, extracellular",RTOTAL3FATPc
"Transport, extracellular",RTOTALFATPc
"Transport, extracellular",SBT_Dtde
Methionine and cysteine metabolism,SFCYSc
"Transport, extracellular",SFCYSe
Exchange/demand reaction,sink_5hpet[c]
"Transport, extracellular",SPMTDe
"Transport, extracellular",SPRMTDe
"Transport, extracellular",TAURCHAe
"Transport, extracellular",THMDt5le
"Transport, extracellular",TTDCAFATPc
"Transport, extracellular",URIt5le
"Transport, mitochondrial",q10h2tc
"Transport, mitochondrial",q10tm
"Transport, extracellular",34HPPte
"Transport, extracellular",3MOBte
"Transport, extracellular",3MOPte
"Transport, extracellular",4HPRO_LTte
"Transport, extracellular",4MOPte
"Transport, extracellular",5MTAte
"Transport, extracellular",5OXPROt
"Transport, extracellular",AHCYSte
"Transport, extracellular",AICARte
"Transport, extracellular",ANTHte
"Transport, extracellular",CBASPte
Exchange/demand reaction,DM_4hrpo
Exchange/demand reaction,DM_Lcystin
Exchange/demand reaction,DM_anth
Exchange/demand reaction,DM_fol
Exchange/demand reaction,DM_ncam
Exchange/demand reaction,DM_pnto_R
Exchange/demand reaction,EX_34hpp[e]
Exchange/demand reaction,EX_3mob[e]
Exchange/demand reaction,EX_3mop[e]
Exchange/demand reaction,EX_4mop[e]
Exchange/demand reaction,EX_5mta[e]
Exchange/demand reaction,EX_5oxpro[e]
Exchange/demand reaction,EX_ahcys[e]
Exchange/demand reaction,EX_aicar[e]
Exchange/demand reaction,EX_anth[e]
Exchange/demand reaction,EX_cbasp[e]
"Transport, extracellular",MAL_Lte
"Transport, extracellular",OROTGLUt
"Transport, extracellular",PNTOte
"Transport, extracellular",IDOURte
Exchange/demand reaction,EX_idour[e]
"Transport, extracellular",5HOXINDOAtr
"Transport, extracellular",GLYALDtr
"Transport, extracellular",PEPtr
"Transport, extracellular",GUDACtr
"Transport, extracellular",GUDACtr2
"Transport, extracellular",LKYNRtr
"Transport, extracellular",LKYNRtr2
"Transport, extracellular",LKYNRtr3
"Transport, extracellular",BALAPAT1tc2
"Transport, extracellular",BALABETAtc2
"Transport, extracellular",CALAtr
"Transport, extracellular",CRTNtr
"Transport, extracellular",KYNATEtr
"Transport, extracellular",KYNATEtr2
"Transport, extracellular",CITRtr
"Transport, extracellular",3ANTHRNtr
"Transport, extracellular",THYMDtr2
"Transport, extracellular",HKYNRtr
"Transport, extracellular",QULNtr
"Transport, extracellular",2PGtr
"Transport, extracellular",CARNtr
"Transport, extracellular",CHOLPtr
"Transport, extracellular",CYST_Ltr
"Transport, extracellular",DCMPtr
"Transport, extracellular",DHAPtr
"Transport, extracellular",DMGLYtr
"Transport, extracellular",ETHAMPtr
"Transport, extracellular",FUMtr
"Transport, extracellular",G3PCtr
"Transport, extracellular",GLCURtr
"Transport, extracellular",ICITtr
"Transport, extracellular",L2AADPtr
"Transport, extracellular",XANtr
"Transport, extracellular",XMPtr
"Transport, extracellular",XTSNtr
"Transport, extracellular",3PGtr
"Transport, extracellular",UDPGLCURtr
"Transport, extracellular",IMPtr
"Transport, extracellular",GLYC3tr
"Transport, extracellular",NICRNtr
"Transport, extracellular",OROT5Ptr
Exchange/demand reaction,EX_2pg[e]
Exchange/demand reaction,EX_5hoxindoa[e]
Exchange/demand reaction,EX_cala[e]
Exchange/demand reaction,EX_cholp[e]
Exchange/demand reaction,EX_crtn[e]
Exchange/demand reaction,EX_cyst_L[e]
Exchange/demand reaction,EX_dcmp[e]
Exchange/demand reaction,EX_dmgly[e]
Exchange/demand reaction,EX_ethamp[e]
Exchange/demand reaction,EX_g3pc[e]
Exchange/demand reaction,EX_glyald[e]
Exchange/demand reaction,EX_gudac[e]
Exchange/demand reaction,EX_hcys_L[e]
Exchange/demand reaction,EX_icit[e]
Exchange/demand reaction,EX_kynate[e]
Exchange/demand reaction,EX_L2aadp[e]
Exchange/demand reaction,EX_Lkynr[e]
Exchange/demand reaction,EX_pep[e]
Exchange/demand reaction,EX_quln[e]
Exchange/demand reaction,EX_xmp[e]
Exchange/demand reaction,EX_xtsn[e]
Exchange/demand reaction,EX_3pg[e]
Exchange/demand reaction,EX_3hanthrn[e]
Exchange/demand reaction,EX_udpglcur[e]
Exchange/demand reaction,EX_hLkynr[e]
Exchange/demand reaction,EX_nicrnt[e]
Exchange/demand reaction,EX_orot5p[e]
Exchange/demand reaction,EX_glyc3p[e]
"Transport, extracellular",ALAB0AT3tc
"Transport, extracellular",ALAPAT4te
"Transport, extracellular",ARACHDFATPtc
"Transport, extracellular",ARGB0AT3tc
"Transport, extracellular",ASNB0AT3tc
"Transport, extracellular",BETBGTtc
"Transport, extracellular",BUTSMCT1
"Transport, extracellular",CLCFTRte
"Transport, extracellular",CRNATBtc
"Transport, extracellular",CRNCT2te
"Transport, extracellular",CYSB0AT3tc
"Transport, extracellular",DHEASABCCte
"Transport, extracellular",DOPAENT4tc
"Transport, extracellular",ESTRAABCtc
"Transport, extracellular",ESTROSABCCte
"Transport, extracellular",ESTRSABCtc
"Transport, extracellular",FOLABCCte
"Transport, extracellular",FOLOAT1tc
"Transport, extracellular",FOLOAT2tc
"Transport, extracellular",FOLOATPtc
"Transport, extracellular",GABABGTtc
"Transport, extracellular",GLNB0AT3tc
"Transport, extracellular",GLUB0AT3tc
"Transport, extracellular",GLYB0AT3tc
"Transport, extracellular",GSNt2r
"Transport, extracellular",H2OGLYAQPt
"Transport, extracellular",ILEB0AT3tc
"Transport, extracellular",LEUB0AT3tc
"Transport, extracellular",LEUKABCtc
"Transport, extracellular",LGNCFATPtc
"Transport, extracellular",METB0AT3tc
"Transport, extracellular",NACSMCTte
"Transport, extracellular",PGLYCABCte
"Transport, extracellular",PHEB0AT3tc
"Transport, extracellular",PHEMEABCte
"Transport, extracellular",PPASMCT1
"Transport, extracellular",PROPAT4te
"Transport, extracellular",PSHSABCtc
"Transport, extracellular",PYRSMCT1
"Transport, extracellular",RETABCtc
"Transport, extracellular",SERB0AT3tc
"Transport, extracellular",SRTNENT4tc
"Transport, extracellular",TCHOLABCtc
"Transport, extracellular",TRPB0AT3tc
"Transport, extracellular",TYRB0AT3tc
"Transport, extracellular",VALB0AT3tc
"Transport, extracellular",CAMPt
"Transport, extracellular",CGMPt
"Transport, extracellular",FRUt4
"Transport, extracellular",GALt4
"Transport, extracellular",GCHOLAt3
"Transport, extracellular",GLCt4
"Transport, extracellular",MANt4
"Transport, extracellular",PHEMEt
"Transport, extracellular",RIBFLVte
"Transport, extracellular",TCHOLAt3
"Transport, extracellular",TRPt
"Transport, extracellular",VITD3t2
"Transport, extracellular",r1492
"Transport, extracellular",CHSTEROLt
"Transport, extracellular",RETt
"Transport, extracellular",25HVITD3tin
"Transport, extracellular",AVITE1t
"Transport, extracellular",r0963
"Transport, extracellular",L_LACt4r
"Transport, extracellular",r0295
"Transport, extracellular",ARGSUCte
"Transport, extracellular",ACRNte
"Transport, extracellular",PCRNte
"Transport, extracellular",LNELDCCRNte
"Transport, extracellular",ODECRNte
"Transport, extracellular",STCRNte
"Transport, extracellular",PMTCRNte
"Transport, extracellular",HDCECRNte
Exchange/demand reaction,EX_argsuc[e]
Exchange/demand reaction,EX_acrn[e]
Exchange/demand reaction,EX_pcrn[e]
Exchange/demand reaction,EX_lneldccrn[e]
Exchange/demand reaction,EX_odecrn[e]
Exchange/demand reaction,EX_stcrn[e]
Exchange/demand reaction,EX_pmtcrn[e]
Exchange/demand reaction,EX_hdcecrn[e]
Exchange/demand reaction,DM_ascb_L[c]
"Transport, extracellular",PCREATte
"Transport, extracellular",HC00342te
"Transport, extracellular",OCTAte
"Transport, extracellular",C08261te
"Transport, extracellular",BGLYte
Exchange/demand reaction,biomass_maintenance
Exchange/demand reaction,biomass_maintenance_noTrTr
Triacylglycerol synthesis,ALPA_HSx
Eicosanoid metabolism,15KPROSTGF2c
Lysine metabolism,ADPOHc
Phenylalanine metabolism,PHLAC
Steroid metabolism,AND19ONEc
Fatty acid oxidation,C14825c
Fatty acid synthesis,DESAT14_9
Steroid metabolism,21HPRGNLONE
Histidine metabolism,3MHISc
Lysine metabolism,HMCRNc
"Valine, leucine, and isoleucine metabolism",PHACGLYc
Cholesterol metabolism,LCAT10e
Cholesterol metabolism,LCAT11e
Cholesterol metabolism,LCAT12e
Cholesterol metabolism,LCAT13e
Cholesterol metabolism,LCAT14e
Cholesterol metabolism,LCAT54e
Cholesterol metabolism,LCAT55e
Cholesterol metabolism,LCAT15e
Cholesterol metabolism,LCAT16e
Cholesterol metabolism,LCAT17e
Cholesterol metabolism,LCAT18e
Cholesterol metabolism,LCAT19e
Cholesterol metabolism,LCAT20e
Cholesterol metabolism,LCAT21e
Cholesterol metabolism,LCAT22e
Cholesterol metabolism,LCAT23e
Cholesterol metabolism,LCAT25e
Cholesterol metabolism,LCAT26e
Cholesterol metabolism,LCAT27e
Cholesterol metabolism,LCAT28e
Cholesterol metabolism,LCAT29e
Cholesterol metabolism,LCAT2e
Cholesterol metabolism,LCAT30e
Cholesterol metabolism,LCAT31e
Cholesterol metabolism,LCAT32e
Cholesterol metabolism,LCAT33e
Cholesterol metabolism,LCAT34e
Cholesterol metabolism,LCAT35e
Cholesterol metabolism,LCAT36e
Cholesterol metabolism,LCAT37e
Cholesterol metabolism,LCAT38e
Cholesterol metabolism,LCAT39e
Cholesterol metabolism,LCAT3e
Cholesterol metabolism,LCAT40e
Cholesterol metabolism,LCAT41e
Cholesterol metabolism,LCAT42e
Cholesterol metabolism,LCAT43e
Cholesterol metabolism,LCAT44e
Cholesterol metabolism,LCAT45e
Cholesterol metabolism,LCAT56e
Cholesterol metabolism,LCAT46e
Cholesterol metabolism,LCAT47e
Cholesterol metabolism,LCAT48e
Cholesterol metabolism,LCAT49e
Cholesterol metabolism,LCAT4e
Cholesterol metabolism,LCAT50e
Cholesterol metabolism,LCAT51e
Cholesterol metabolism,LCAT52e
Cholesterol metabolism,LCAT53e
Cholesterol metabolism,LCAT57e
Cholesterol metabolism,LCAT5e
Cholesterol metabolism,LCAT6e
Cholesterol metabolism,LCAT7e
Cholesterol metabolism,LCAT8e
Cholesterol metabolism,LCAT9e
Glycerophospholipid metabolism,SMS1
Glycerophospholipid metabolism,SMS10
Glycerophospholipid metabolism,SMS11
Glycerophospholipid metabolism,SMS12
Glycerophospholipid metabolism,SMS16
Glycerophospholipid metabolism,SMS13
Glycerophospholipid metabolism,SMS14
Glycerophospholipid metabolism,SMS15
Glycerophospholipid metabolism,SMS2
Glycerophospholipid metabolism,SMS3
Glycerophospholipid metabolism,SMS4
Glycerophospholipid metabolism,SMS5
Glycerophospholipid metabolism,SMS6
Glycerophospholipid metabolism,SMS7
Glycerophospholipid metabolism,SMS8
Glycerophospholipid metabolism,SMS9
Cholesterol metabolism,XOLEST183CEH
Cholesterol metabolism,XOLEST182CEH
Cholesterol metabolism,XOLEST181CEH
Cholesterol metabolism,XOLEST205CEH
Cholesterol metabolism,XOLEST204CEH
Cholesterol metabolism,XOLEST226CEH
Glycerophospholipid metabolism,MAGLINL_HSe
Glycerophospholipid metabolism,MAGOLE_HSe
Glycerophospholipid metabolism,LPS5e
Glycerophospholipid metabolism,LPS6e
Glycerophospholipid metabolism,LPS7e
Glycerophospholipid metabolism,PCHOLMYR_HSPLA2
Glycerophospholipid metabolism,PCHOLOLE_HSPLA2
Glycerophospholipid metabolism,PEOLE_HSPLA2
Glycerophospholipid metabolism,PCHOLPALME_HSPLA2
Glycerophospholipid metabolism,PCHOLPALM_HSPLA2
Glycerophospholipid metabolism,PEPALM_HSPLA2
Glycerophospholipid metabolism,PAILPALM_HSPLA2
Glycerophospholipid metabolism,PCHOLSTE_HSPLA2
Glycerophospholipid metabolism,PCHOL2LINL_HSPLA2
Glycerophospholipid metabolism,PE2LINL_HSPLA2
Glycerophospholipid metabolism,PCHOL2OLE_HSPLA2
Glycerophospholipid metabolism,PCHOL2PALM_HSPLA2
Glycerophospholipid metabolism,PCHOL2STE_HSPLA2
Glycerophospholipid metabolism,PCHOLN15_HSPLA2
Glycerophospholipid metabolism,PCHOLAR_HSPLA2
Glycerophospholipid metabolism,PCHOLN183_HSPLA2
Glycerophospholipid metabolism,PCHOLN1836_HSPLA2
